time_s,wind_speed_mps,disturbance,dos_flag,ack_flag,deception_noise
0.0,12.076179269938608,0.015462312087024326,0,0,-0.00011856773059854521
0.1,11.754854815682918,-0.01453420688446944,0,0,0.004107635974626844
0.2,12.217312545317448,0.0438139344077672,0,0,-0.004511468772701023
0.30000000000000004,12.279685953598866,-0.01046534903169531,0,0,-0.027782427831018024
0.4,11.571625192123792,-0.007964610416261833,0,0,-0.00488547165110593
0.5,11.748670577406019,0.03012580253749037,0,0,-0.00490958145382536
0.6000000000000001,12.12099733420454,0.03952072973552885,0,0,-0.002221086068216313
0.7000000000000001,12.024786744747349,0.03279673256605953,0,0,-0.008452071381376044
0.8,12.114443710196197,-0.028516931056184313,0,0,-0.006645182298622009
0.9,11.92016414069419,0.040862392747843326,0,0,-0.0005955942352046685
1.0,12.368038326573409,-0.0036676300841784713,0,0,0.006636819074545667
1.1,12.357381187490834,0.03702681082092087,0,0,-0.004566401442850008
1.2000000000000002,12.194163985080456,-0.010173101615907787,0,0,-0.006144733925520028
1.3,12.474166534319304,0.0484593561694181,0,0,0.001385310573816871
1.4000000000000001,12.323908386433764,0.013359757893650091,0,0,-0.028813738888427722
1.5,12.0068557347016,0.0015209604921843436,0,0,0.0071555269083968705
1.6,12.32848541563088,0.06380814523312837,0,0,-8.446456844382123e-06
1.7000000000000002,12.011165100380603,0.05198476792796229,0,0,0.0005954028989634273
1.8,12.485053614860155,0.02860351614161094,0,0,0.014411014613916959
1.9000000000000001,12.267480209151293,0.09278828349668458,0,0,-0.02929223295072372
2.0,12.248230206767177,0.038203436127830864,0,0,-0.029607508047884454
2.1,12.138659095439579,0.0544936787278367,0,0,0.004107057679852793
2.2,12.628932187982818,0.06364007306707782,0,0,-0.00010675282692773658
2.3000000000000003,12.29902766247374,0.038957206003233685,0,0,0.002552654147878983
2.4000000000000004,12.244897190552194,0.07358567484018942,0,0,-0.006931906127586683
2.5,12.2782189362718,0.04527998503457652,0,0,0.009965305113598968
2.6,12.513555000050221,0.05069171062205148,0,0,0.0139895826448668
2.7,12.486014444994263,0.10560063874409603,0,0,0.007259734409272905
2.8000000000000003,12.511960802503332,0.035105424229030346,0,0,-0.003912426876068747
2.9000000000000004,12.530553773225167,-0.004539562235370637,0,0,-0.03161534081421604
3.0,12.972276111397674,0.11761014215311191,0,0,0.01153854312055692
3.1,12.34921913250086,0.14711564600692423,0,0,0.018325929993263892
3.2,12.336662044768818,0.0597454457404534,0,0,0.0096683761797597
3.3000000000000003,12.275118736428112,0.014978495392802514,0,0,-0.013194636410512597
3.4000000000000004,12.64633351050701,0.06486018907946468,0,0,0.010106915905016367
3.5,12.78829421139283,0.0665887211676526,0,0,0.012907945619421681
3.6,12.491210714566906,0.07038680607294458,0,0,0.023382243716986283
3.7,12.323237076987613,0.04349929441741006,0,0,-0.013141648863419364
3.8000000000000003,12.340664913945087,0.09501049237637404,0,0,-0.003396818768162077
3.9000000000000004,12.7228710778508,0.09398702931728703,0,0,0.011209080767151828
4.0,12.759400974417048,0.033952451646397444,0,0,0.0008611510715723667
4.1000000000000005,12.722665692958222,0.10019734745017225,0,0,-0.01675991403076912
4.2,12.433712802488186,0.1411423010878386,0,0,0.006219244275400545
4.3,12.671265348282255,0.08496393399389773,0,0,0.0086799245072275
4.4,12.655451228617412,0.06983151129947247,0,0,0.0013194434449650297
4.5,12.693924951221538,0.07573990356777437,0,0,0.003293773907699162
4.6000000000000005,12.869999596069384,0.0984089691705845,0,0,-0.0038805885252859522
4.7,12.720845779988249,0.027884975855569392,0,0,0.02217418403574089
4.800000000000001,12.847392995384302,0.08449347271878094,0,0,-0.013510382755690147
4.9,12.707188644685338,0.06750752701544133,0,0,-0.008809811441456683
5.0,12.775112912364772,0.134219370629658,0,0,0.00016478270291288432
5.1000000000000005,12.873102580777704,0.07302662604455572,0,0,0.013184310415513389
5.2,12.36334568276131,0.1276602864356653,0,0,-0.02246059755141805
5.300000000000001,12.659975986541628,0.04378871474160529,0,0,-0.01965445124648159
5.4,12.634463219572156,0.09370229630769605,0,0,-0.030565927616020765
5.5,12.60440136591938,0.08475741757660954,0,0,0.0004904283787990618
5.6000000000000005,12.707299987849488,0.04810329092939952,0,0,-0.016774587258098158
